STUDENT_ID	LAST_NAME	FIRST_NAME	GPA	ACT	GENDER	LEGACY	RESIDENCY	COLLEGE	ETHNICITY	MAJOR	COUNTY_NAME	STATE_ORIGIN	FI_1	FI_2	FI_3	FI_4	FG	HOUSING	FA
902388669	XXXXXXX	XXXXXXX	3.56	23	M	NULL	R	EN	W	PCE	"Walker,AL"	AL	N	N	Y	N	N	Y	Y
902388484	XXXXXXX	XXXXXXX	3.52	21	F	NULL	R	LA	W	PPSY	"Shelby,AL"	AL	Y	N	N	N	N	Y	Y
902388478	XXXXXXX	XXXXXXX	3.69	20	M	NULL	R	EN	W	PAE	"Cleburne,AL"	AL	Y	N	N	N	Y	N	N
902388393	XXXXXXX	XXXXXXX	3.7	21	F	NULL	N	LA	W	PATG	"Fulton,GA"	GA	Y	N	N	N	N	Y	Y
902388235	XXXXXXX	XXXXXXX	3.88	21	M	P	R	EN	W	PCE	"Lauderdale,AL"	AL	N	N	Y	N	N	N	Y
902388160	XXXXXXX	XXXXXXX	3.76	21	F	NULL	N	SM	W	UNSM	"Carroll,GA"	GA	Y	N	N	N	N	Y	Y
902387891	XXXXXXX	XXXXXXX	4.05	18	F	P	N	LA	W	PPSY	"Troup,GA"	GA	Y	N	N	N	N	Y	N
902387757	XXXXXXX	XXXXXXX	3.9	24	M	NULL	R	BU	W	PREB	"Fayette,AL"	AL	N	N	N	Y	N	Y	Y
902387654	XXXXXXX	XXXXXXX	3.56	20	M	O	R	BU	W	PREB	"Autauga,AL"	AL	Y	N	N	N	N	N	Y
902387393	XXXXXXX	XXXXXXX	3.51	21	F	O	R	ED	W	GCEE	"Henry,AL"	AL	Y	N	N	N	N	Y	N
902387322	XXXXXXX	XXXXXXX	3.66	21	F	NULL	R	FW	W	WLDB	"Montgomery,AL"	NULL	N	N	Y	N	N	Y	Y
902387185	XXXXXXX	XXXXXXX	3.95	19	M	NULL	R	ED	W	CMAB	"Marengo,AL"	AL	Y	N	N	N	N	Y	Y
902387157	XXXXXXX	XXXXXXX	3.8	21	F	NULL	R	AG	W	ANPV	"Jefferson,AL"	AL	Y	N	N	N	N	N	Y
902387070	XXXXXXX	XXXXXXX	3.75	23	M	NULL	N	SM	W	PHYS	"Washington,LA"	LA	N	N	Y	N	Y	Y	N
902386984	XXXXXXX	XXXXXXX	3.73	21	M	NULL	R	EN	W	PCPS	"Marshall,AL"	AL	N	N	Y	N	Y	Y	Y
902386927	XXXXXXX	XXXXXXX	3.74	21	F	NULL	R	ED	W	GCEE		AL	Y	N	N	N	N	Y	Y
902386600	XXXXXXX	XXXXXXX	3.69	24	F	NULL	N	SM	W	MARB	"Kenton,KY"	KY	N	N	Y	N	N	Y	Y
902386575	XXXXXXX	XXXXXXX	3.57	21	F	O	R	NU	W	PNUR	"Shelby,AL"	AL	Y	N	N	N	N	Y	N
902386435	XXXXXXX	XXXXXXX	3.57	17	M	NULL	R	FW	X	PFOR	"Elmore,AL"	NULL	N	N	N	N	N	NULL	NULL
902386164	XXXXXXX	XXXXXXX	3.69	24	M	NULL	N	ED	W	GCEE	"Cherokee,GA"	GA	N	N	Y	N	N	Y	Y
902386143	XXXXXXX	XXXXXXX	3.65	20	F	NULL	R	LA	B	UNLA	"Sumter,AL"	AL	N	N	N	Y	N	Y	Y
902386111	XXXXXXX	XXXXXXX	3.8	21	F	NULL	N	HS	W	UNHS	"Dekalb,GA"	GA	N	N	N	N	N	Y	Y
902385973	XXXXXXX	XXXXXXX	3.72	21	F	NULL	N	ED	W	GCEE	"Cobb,GA"	GA	Y	N	N	N	N	Y	N
902385887	XXXXXXX	XXXXXXX	3.73	20	F	NULL	N	LA	W	UNLA	"Cobb,GA"	GA	Y	N	N	N	N	Y	Y
902385805	XXXXXXX	XXXXXXX	3.89	24	F	NULL	N	LA	W	PUBR	"Cobb,GA"	GA	Y	N	N	N	N	Y	N
902385740	XXXXXXX	XXXXXXX	3.77	27	M	NULL	N	SM	W	GEOL	"Harris,TX"	TX	Y	N	N	N	N	Y	Y
902184656	XXXXXXX	XXXXXXX	3.5	21	F	O	R	SM	W	UNSM	"Calhoun,AL"	AL	Y	N	N	N	N	N	N
902183790	XXXXXXX	XXXXXXX	3.66	20	F	NULL	R	LA	B	PCMD	"Jefferson,AL"	AL	N	N	N	Y	N	Y	Y
902183695	XXXXXXX	XXXXXXX	3.6	21	M	P	R	FW	W	WLDB	"Dallas,AL"	AL	Y	N	N	N	N	Y	Y
902183685	XXXXXXX	XXXXXXX	4.18	19	F	NULL	R	SM	B	UNSM	"Jefferson,AL"	AL	N	N	N	Y	N	Y	Y
902182690	XXXXXXX	XXXXXXX	3.78	24	F	O	N	ED	W	GCEC	"Lowndes,GA"	NULL	Y	N	N	N	N	Y	Y
902182464	XXXXXXX	XXXXXXX	3.8	23	F	NULL	N	ED	W	RSEB	"Dougherty,GA"	GA	Y	N	N	N	Y	N	Y
902182363	XXXXXXX	XXXXXXX	3.62	21	F	NULL	N	NU	W	PNUR	"Cobb,GA"	GA	Y	N	N	N	N	Y	N
902182209	XXXXXXX	XXXXXXX	3.82	22	F	NULL	R	SM	W	UNSM	"Jackson,AL"	AL	N	N	N	N	Y	N	Y
902182144	XXXXXXX	XXXXXXX	3.73	22	M	NULL	N	BU	W	PREB	"Hamblen,TN"	TN	Y	N	N	N	N	Y	N
902182101	XXXXXXX	XXXXXXX	4.23	19	F	NULL	R	HS	B	UNHS	"Mobile,AL"	AL	N	N	N	Y	Y	Y	Y
902181759	XXXXXXX	XXXXXXX	3.88	24	F	O	N	LA	W	RTVF	"York,SC"	SC	N	N	N	N	N	Y	Y
902181619	XXXXXXX	XXXXXXX	3.92	23	M	NULL	R	EN	W	PCHE	"Calhoun,AL"	AL	N	Y	N	N	N	Y	Y
902181598	XXXXXXX	XXXXXXX	3.75	23	F	O	R	LA	W	POLI	"Lawrence,AL"	AL	N	N	Y	N	N	Y	Y
902180917	XXXXXXX	XXXXXXX	3.69	24	M	NULL	N	EN	W	PCPS	"Lamar,MS"	MS	Y	N	N	N	Y	N	Y
902180885	XXXXXXX	XXXXXXX	3.69	22	M	O	R	AG	W	AGEC		AL	Y	N	N	N	N	N	Y
902180830	XXXXXXX	XXXXXXX	3.51	22	M	O	R	SM	W	UNSM	"Shelby,AL"	AL	Y	N	N	N	N	Y	N
902180809	XXXXXXX	XXXXXXX	3.87	17	F	NULL	R	AG	W	HRTB		AL	N	N	N	Y	Y	Y	Y
902180721	XXXXXXX	XXXXXXX	4.02	16	F	NULL	R	NU	B	PNUR	"Macon,AL"	AL	N	N	N	N	N	Y	Y
902180675	XXXXXXX	XXXXXXX	3.75	20	F	NULL	R	NU	W	PNUR	"Madison,AL"	AL	Y	N	N	N	N	Y	N
902180562	XXXXXXX	XXXXXXX	3.76	23	F	NULL	R	NU	W	PNUR	"Morgan,AL"	AL	Y	N	N	N	N	Y	Y
902180541	XXXXXXX	XXXXXXX	3.58	21	F	NULL	R	NU	W	PNUR	"Lee,AL"	AL	N	Y	N	N	N	N	Y
902180496	XXXXXXX	XXXXXXX	3.64	17	F	NULL	R	AG	W	ANPV	"Talladega,AL"	AL	Y	N	N	N	N	Y	Y
902180441	XXXXXXX	XXXXXXX	3.53	21	F	NULL	R	HS	W	NFDI	"Shelby,AL"	AL	Y	N	N	N	N	Y	N
902180196	XXXXXXX	XXXXXXX	3.6	20	F	O	R	AG	W	ANEQ	"SaintClair,AL"	AL	Y	N	N	N	Y	N	N
902180101	XXXXXXX	XXXXXXX	3.51	21	F	O	R	BU	W	0	"Mobile,AL"	AL	Y	N	N	N	N	Y	Y
902173021	XXXXXXX	XXXXXXX	3.72	20	F	P	R	HS	W	INDX	"Colbert,AL"	AL	Y	N	N	N	N	Y	N
902172961	XXXXXXX	XXXXXXX	3.57	22	M	NULL	R	EN	B	PME		AL	N	N	N	N	N	Y	Y
902172506	XXXXXXX	XXXXXXX	3.96	22	F	O	R	SM	W	UNSM	"SaintClair,AL"	AL	N	N	Y	N	N	N	N
902172369	XXXXXXX	XXXXXXX	3.52	22	F	NULL	R	AG	W	ANPV		AL	Y	N	N	N	N	Y	N
902172133	XXXXXXX	XXXXXXX	3.82	18	M	O	R	EN	W	PN	"Jefferson,AL"	AL	N	Y	N	N	N	Y	Y
902171968	XXXXXXX	XXXXXXX	3.78	24	M	NULL	R	SM	W	UNSM		AL	N	Y	N	N	N	Y	Y
902171896	XXXXXXX	XXXXXXX	3.9	21	F	P	R	ED	W	GCEE	"Mobile,AL"	AL	Y	N	N	N	N	Y	Y
902171674	XXXXXXX	XXXXXXX	3.51	21	F	NULL	R	SM	W	UNSM		AL	Y	N	N	N	N	N	Y
902171470	XXXXXXX	XXXXXXX	4	23	M	O	R	EN	W	PCHE	"Franklin,AL"	AL	N	N	Y	N	N	Y	Y
902170722	XXXXXXX	XXXXXXX	3.51	22	M	NULL	N	BU	W	PREB		OH	Y	N	N	N	N	Y	N
902170628	XXXXXXX	XXXXXXX	3.69	17	F	O	R	ED	B	HPNB	"Macon,AL"	AL	N	N	N	Y	N	Y	Y
902170508	XXXXXXX	XXXXXXX	3.5	23	F	NULL	R	AG	W	ANEQ		AL	N	N	N	N	N	Y	Y
902169484	XXXXXXX	XXXXXXX	3.54	24	M	NULL	R	FW	W	WLDB	"Lauderdale,AL"	AL	N	Y	N	N	N	Y	Y
902169422	XXXXXXX	XXXXXXX	3.69	23	F	NULL	R	HS	W	NFDI	"Calhoun,AL"	AL	N	N	Y	N	N	Y	Y
902169260	XXXXXXX	XXXXXXX	3.87	21	M	O	R	FW	W	PFOR	"Limestone,AL"	AL	Y	N	N	N	N	Y	Y
902168860	XXXXXXX	XXXXXXX	3.75	20	F	O	R	NU	W	PNUR		AL	N	Y	N	N	Y	Y	Y
902168683	XXXXXXX	XXXXXXX	3.5	21	F	NULL	R	NU	W	PNUR		AL	N	Y	N	N	N	N	Y
902168500	XXXXXXX	XXXXXXX	3.68	21	F	P	R	LA	W	PATG	"Randolph,AL"	AL	Y	N	N	N	N	N	N
902168417	XXXXXXX	XXXXXXX	3.53	24	M	NULL	R	SM	W	UNSM	"Jefferson,AL"	NULL	N	N	N	Y	Y	Y	Y
902168350	XXXXXXX	XXXXXXX	3.83	19	M	NULL	R	SM	B	UNSM	"Chilton,AL"	AL	N	N	N	Y	Y	NULL	NULL
902168311	XXXXXXX	XXXXXXX	3.81	21	F	O	R	SM	W	UNSM	"Jefferson,AL"	AL	N	N	Y	N	N	Y	Y
902168252	XXXXXXX	XXXXXXX	3.67	20	M	NULL	R	FW	W	PFOR	"Elmore,AL"	AL	N	N	N	Y	N	Y	Y
902168223	XXXXXXX	XXXXXXX	3.83	20	F	NULL	R	NU	B	PNUR		AL	N	N	N	Y	Y	Y	Y
902168188	XXXXXXX	XXXXXXX	3.78	21	F	O	R	BU	W	0	"Jefferson,AL"	AL	Y	N	N	N	N	Y	Y
902167747	XXXXXXX	XXXXXXX	3.6	21	F	NULL	R	AG	W	ANPV	"Madison,AL"	AL	Y	N	N	N	N	Y	Y
902167700	XXXXXXX	XXXXXXX	3.81	19	F	NULL	R	NU	W	PNUR	"Chilton,AL"	AL	N	N	Y	N	N	N	Y
902166733	XXXXXXX	XXXXXXX	4.13	23	F	NULL	N	LA	W	POLI	"Orange,FL"	FL	Y	N	N	N	N	Y	Y
902166227	XXXXXXX	XXXXXXX	3.71	21	M	NULL	N	EN	W	PN	"Bibb,GA"	GA	N	N	N	N	N	Y	Y
902166030	XXXXXXX	XXXXXXX	4	24	M	NULL	N	EN	W	PECE	"Lumpkin,GA"	GA	N	Y	N	N	N	Y	Y
902164930	XXXXXXX	XXXXXXX	3.97	18	F	NULL	R	ED	W	CSIB	"Morgan,AL"	AL	Y	N	N	N	N	Y	N
902152962	XXXXXXX	XXXXXXX	3.6	23	F	O	R	FW	W	WLDB		AL	Y	N	N	N	N	Y	N
902152339	XXXXXXX	XXXXXXX	3.77	24	F	NULL	R	SM	W	UNSM		AL	Y	N	N	N	N	Y	Y
902152298	XXXXXXX	XXXXXXX	3.72	20	M	NULL	R	EN	W	PBSE		AL	N	Y	N	N	N	Y	N
902150833	XXXXXXX	XXXXXXX	3.75	21	F	O	R	SM	W	UNSM	"Coffee,AL"	AL	Y	N	N	N	N	Y	N
902150272	XXXXXXX	XXXXXXX	3.82	20	M	NULL	R	ED	W	RSRB	"Lawrence,AL"	NULL	Y	N	N	N	Y	N	Y
902150195	XXXXXXX	XXXXXXX	4	18	M	P	R	ED	W	HEPB	"Jefferson,AL"	AL	N	N	N	Y	N	Y	Y
902149770	XXXXXXX	XXXXXXX	3.76	21	F	NULL	R	HS	W	APDP	"Lee,AL"	AL	N	Y	N	N	N	Y	Y
902149366	XXXXXXX	XXXXXXX	3.9	22	M	O	R	SM	W	UNSM	"Morgan,AL"	AL	N	N	Y	N	N	Y	Y
902149270	XXXXXXX	XXXXXXX	3.91	17	F	NULL	R	SM	B	UNSM	"Lee,AL"	AL	N	N	N	Y	Y	Y	N
902149120	XXXXXXX	XXXXXXX	4.2	21	F	P	R	LA	W	UNLA	"Coosa,AL"	AL	Y	N	N	N	N	N	Y
902149028	XXXXXXX	XXXXXXX	3.82	20	F	NULL	R	AG	W	ANPV	"Mobile,AL"	AL	N	N	N	N	N	Y	Y
902148763	XXXXXXX	XXXXXXX	3.85	18	F	NULL	R	SM	B	UNSM	"Jefferson,AL"	AL	N	N	N	N	N	Y	Y
902148651	XXXXXXX	XXXXXXX	3.64	24	M	P	R	SM	W	UNSM	"Madison,AL"	AL	N	N	N	N	N	Y	Y
902148387	XXXXXXX	XXXXXXX	3.66	21	F	NULL	R	SM	W	UNSM	"Dallas,AL"	AL	Y	N	N	N	N	Y	Y
902148268	XXXXXXX	XXXXXXX	3.64	21	M	O	R	SM	W	UNSM	"Blount,AL"	AL	N	N	Y	N	N	N	N
902136059	XXXXXXX	XXXXXXX	3.99	18	F	O	N	NU	W	PNUR	"SantaRosa,FL"	FL	N	N	Y	N	Y	Y	N
902130532	XXXXXXX	XXXXXXX	3.7	21	F	NULL	R	BU	W	PREB	"Etowah,AL"	AL	N	N	Y	N	N	N	Y
902130208	XXXXXXX	XXXXXXX	3.78	24	M	NULL	R	SM	W	UNSM	"Jefferson,AL"	AL	N	N	N	Y	Y	Y	Y
902130166	XXXXXXX	XXXXXXX	3.55	20	F	NULL	R	NU	W	PNUR	"Morgan,AL"	AL	N	N	Y	N	N	Y	N
902129427	XXXXXXX	XXXXXXX	4.45	24	F	NULL	R	ED	W	GCEE	"Crenshaw,AL"	AL	Y	N	N	N	N	Y	Y
902126347	XXXXXXX	XXXXXXX	3.55	21	M	O	R	HS	W	HRMT	"Autauga,AL"	AL	Y	N	N	N	N	N	N
902103865	XXXXXXX	XXXXXXX	3.5	24	M	NULL	N	BU	W	PREB	"Hancock,MS"	MS	N	N	Y	N	N	Y	Y
902100883	XXXXXXX	XXXXXXX	3.95	19	F	NULL	R	NU	B	PNUR	"Jefferson,AL"	AL	N	N	N	Y	N	Y	NULL
902099800	XXXXXXX	XXXXXXX	3.91	21	M	O	R	EN	W	PN	"Cleburne,AL"	AL	Y	N	N	N	N	N	N
902099510	XXXXXXX	XXXXXXX	3.54	21	M	O	R	ED	W	CMAB		AL	N	N	N	N	N	N	Y
902099039	XXXXXXX	XXXXXXX	3.55	19	F	O	R	AG	I	AGRN	"Baldwin,AL"	AL	N	N	N	N	Y	Y	Y
902097888	XXXXXXX	XXXXXXX	4.12	17	M	NULL	N	ED	B	CMCB	"Troup,GA"	GA	N	Y	N	N	N	Y	Y
902097756	XXXXXXX	XXXXXXX	3.64	19	M	NULL	R	EN	W	PCE	"Jefferson,AL"	AL	N	N	N	N	Y	N	Y
902096244	XXXXXXX	XXXXXXX	3.54	20	F	P	R	ED	W	RSEB		AL	N	N	N	N	N	Y	Y
902094601	XXXXXXX	XXXXXXX	3.89	20	F	NULL	R	LA	W	ENGL	"Walker,AL"	AL	N	N	Y	N	Y	Y	Y
902090692	XXXXXXX	XXXXXXX	4.25	23	M	NULL	R	SM	W	UNSM	"Lee,AL"	AL	N	Y	N	N	Y	Y	N
902090644	XXXXXXX	XXXXXXX	3.7	22	F	NULL	R	SM	W	UNSM	"Clarke,AL"	AL	N	Y	N	N	N	Y	Y
902088464	XXXXXXX	XXXXXXX	3.68	24	F	NULL	R	SM	W	UNSM	"Blount,AL"	AL	N	Y	N	N	N	Y	Y
902076179	XXXXXXX	XXXXXXX	3.97	24	F	P	N	ED	W	GCEC	"Lexington,SC"	SC	Y	N	N	N	N	Y	Y
